Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,year_created,month_created,year_closed,month_closed
68613956,2026-04-09 13:56:15,2026-04-09 16:54:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10306,2218 HYLAN BOULEVARD,HYLAN BOULEVARD,LINCOLN AVENUE,GREELEY AVENUE,LINCOLN AVENUE,GREELEY AVENUE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 04:54:24 PM,02 STATEN ISLAND,50.0,Precinct 122,5036970019.0,STATEN ISLAND,"955,392","149,255",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.57629953334,-74.10388226669,POINT (-74.10388226669 40.576299533341),2026,4,2026.0,4.0
68616586,2026-04-09 13:44:46,2026-04-09 18:08:34,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10018,535 8 AVENUE,8 AVENUE,WEST 36 STREET,WEST 37 STREET,WEST 36 STREET,WEST 37 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 06:08:36 PM,04 MANHATTAN,3.0,Precinct 14,1007600043.0,MANHATTAN,"986,413","213,961",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75394977694,-73.99219292652,POINT (-73.992192926518 40.753949776944),2026,4,2026.0,4.0
68616598,2026-04-09 13:35:51,2026-04-15 20:48:29,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/15/2026 08:48:31 PM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"997,988","240,415",ONLINE,Unspecified,MANHATTAN,,,,1,1 Uptown & The Bronx,,Platform,40.82654847063,-73.9503603329,POINT (-73.950360332901 40.82654847063),2026,4,2026.0,4.0
68608666,2026-04-09 13:14:11,2026-04-09 19:25:48,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10013,336 SPRING STREET,SPRING STREET,WASHINGTON STREET,WEST STREET,WASHINGTON STREET,WEST STREET,ADDRESS,NEW YORK,SPRING STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 07:25:52 PM,02 MANHATTAN,1.0,Precinct 1,1005950090.0,MANHATTAN,"981,372","203,818",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72610955848,-74.01038343546,POINT (-74.01038343546 40.726109558475),2026,4,2026.0,4.0
68611303,2026-04-09 13:06:50,2026-04-09 18:26:53,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10017,EAST 41 STREET,EAST 41 STREET,EAST 41 STREET,MADISON AVENUE,EAST 41 STREET,MADISON AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 06:26:56 PM,05 MANHATTAN,4.0,Unspecified,,MANHATTAN,"989,855","213,302",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75213947713,-73.97977001478,POINT (-73.979770014778 40.752139477127),2026,4,2026.0,4.0
68617908,2026-04-09 12:38:15,2026-04-09 15:44:28,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 03:44:30 PM,01 QUEENS,22.0,Precinct 114,4006300044.0,QUEENS,"1,007,185","217,977",PHONE,Unspecified,QUEENS,,,,,,,,40.76494318339,-73.91720535751,POINT (-73.917205357507 40.764943183389),2026,4,2026.0,4.0
68616590,2026-04-09 12:36:34,2026-04-09 15:41:28,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 03:41:31 PM,01 QUEENS,22.0,Precinct 114,4006300044.0,QUEENS,"1,007,185","217,977",ONLINE,Unspecified,QUEENS,,,,,,,,40.76494318339,-73.91720535751,POINT (-73.917205357507 40.764943183389),2026,4,2026.0,4.0
68612608,2026-04-09 12:24:58,2026-04-15 20:47:58,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/15/2026 08:48:02 PM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"1,001,410","249,579",ONLINE,Unspecified,MANHATTAN,,,,A,A Downtown & Brooklyn,,Platform,40.85169499448,-73.93797213926,POINT (-73.937972139261 40.851694994477),2026,4,2026.0,4.0
68617934,2026-04-09 12:22:17,2026-04-09 15:44:29,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,11103,36-11 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 03:44:32 PM,01 QUEENS,22.0,Precinct 114,4006300044.0,QUEENS,"1,007,185","217,977",ONLINE,Unspecified,QUEENS,,,,,,,,40.76494318339,-73.91720535751,POINT (-73.917205357507 40.764943183389),2026,4,2026.0,4.0
68616584,2026-04-09 12:10:12,2026-04-09 18:35:39,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10003,104 EAST 14 STREET,EAST 14 STREET,4 AVENUE,IRVING PLACE,4 AVENUE,IRVING PLACE,ADDRESS,NEW YORK,EAST 14 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 06:35:41 PM,03 MANHATTAN,2.0,Precinct 9,1005590009.0,MANHATTAN,"987,223","206,751",PHONE,Unspecified,MANHATTAN,,,,,,,,40.7341598944,-73.98927252147,POINT (-73.989272521475 40.734159894398),2026,4,2026.0,4.0
68611295,2026-04-09 11:56:50,2026-04-09 15:17:26,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Park/Playground,10023,1934 BROADWAY,BROADWAY,WEST 64 STREET,COLUMBUS AVENUE,WEST 64 STREET,COLUMBUS AVENUE,ADDRESS,NEW YORK,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 03:17:28 PM,07 MANHATTAN,6.0,Precinct 20,1011170001.0,MANHATTAN,"989,186","220,763",MOBILE,,MANHATTAN,,,,,,,,40.77261840094,-73.98217914113,POINT (-73.982179141125 40.772618400942),2026,4,2026.0,4.0
68612605,2026-04-09 11:53:22,2026-04-09 13:35:07,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11103,36-09 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 01:35:11 PM,01 QUEENS,22.0,Precinct 114,4006300045.0,QUEENS,"1,007,181","217,979",ONLINE,Unspecified,QUEENS,,,,,,,,40.76494868325,-73.91721979055,POINT (-73.917219790552 40.764948683246),2026,4,2026.0,4.0
68616592,2026-04-09 11:50:59,2026-04-09 18:50:42,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10014,15 BARROW STREET,BARROW STREET,WEST 4 STREET,7 AVENUE SOUTH,WEST 4 STREET,7 AVENUE SOUTH,ADDRESS,NEW YORK,BARROW STREET,,Closed,,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",04/09/2026 06:50:46 PM,02 MANHATTAN,3.0,Precinct 6,1005900064.0,MANHATTAN,"983,496","206,191",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73262329962,-74.00272059612,POINT (-74.002720596121 40.732623299622),2026,4,2026.0,4.0
68611297,2026-04-09 11:34:43,2026-04-09 15:23:25,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST 69 STREET,WEST 70 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 03:23:29 PM,07 MANHATTAN,6.0,Precinct 20,1011417502.0,MANHATTAN,"989,198","222,223",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77662571124,-73.98213474147,POINT (-73.982134741469 40.776625711235),2026,4,2026.0,4.0
68612577,2026-04-09 11:08:22,2026-04-09 16:26:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,11209,408 86 STREET,86 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,86 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 04:26:41 PM,10 BROOKLYN,47.0,Precinct 68,3060450006.0,BROOKLYN,"976,476","166,099",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62257645836,-74.0280040365,POINT (-74.028004036504 40.622576458362),2026,4,2026.0,4.0
68616568,2026-04-09 11:05:03,2026-04-09 18:21:36,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10027,161 WEST 132 STREET,WEST 132 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST 132 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 06:21:40 PM,10 MANHATTAN,9.0,Precinct 32,1019170005.0,MANHATTAN,"999,788","235,437",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81288228319,-73.94386790077,POINT (-73.943867900769 40.812882283191),2026,4,2026.0,4.0
68608683,2026-04-09 11:04:23,2026-04-09 16:26:37,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,11106,35-51 21 STREET,21 STREET,35 AVENUE,36 AVENUE,35 AVENUE,36 AVENUE,ADDRESS,ASTORIA,21 STREET,,Closed,,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,04/09/2026 04:26:41 PM,01 QUEENS,26.0,Precinct 114,4003350002.0,QUEENS,"1,001,972","216,416",ONLINE,Unspecified,QUEENS,,,,,,,,40.76067062831,-73.93602823434,POINT (-73.936028234345 40.760670628309),2026,4,2026.0,4.0
68609988,2026-04-09 10:56:04,2026-04-09 18:11:40,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10010,341 3 AVENUE,3 AVENUE,EAST 25 STREET,EAST 26 STREET,EAST 25 STREET,EAST 26 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 06:11:45 PM,06 MANHATTAN,2.0,Precinct 13,1009060001.0,MANHATTAN,"989,200","208,953",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74020295414,-73.98213729056,POINT (-73.982137290556 40.740202954139),2026,4,2026.0,4.0
68615245,2026-04-09 10:48:45,2026-04-09 11:34:45,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,House of Worship,10011,WEST 13 STREET,WEST 13 STREET,WEST 13 STREET,7 AVENUE,WEST 13 STREET,7 AVENUE,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:34:47 AM,02 MANHATTAN,3.0,Precinct 6,,MANHATTAN,"984,199","208,101",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73786581061,-74.00018403358,POINT (-74.00018403358 40.737865810605),2026,4,2026.0,4.0
68612604,2026-04-09 10:40:07,2026-04-09 12:55:59,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,11368,96-10 37 AVENUE,37 AVENUE,JUNCTION BOULEVARD,97 STREET,JUNCTION BOULEVARD,97 STREET,ADDRESS,CORONA,37 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 12:56:02 PM,03 QUEENS,21.0,Precinct 115,4017590001.0,QUEENS,"1,020,091","213,128",ONLINE,Unspecified,QUEENS,,,,,,,,40.75159103046,-73.87064100125,POINT (-73.870641001251 40.751591030462),2026,4,2026.0,4.0
68608678,2026-04-09 10:25:49,2026-04-09 12:34:55,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,11226,1088 FLATBUSH AVENUE,FLATBUSH AVENUE,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 12:34:58 PM,14 BROOKLYN,40.0,Precinct 70,3051640009.0,BROOKLYN,"995,946","173,825",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64377837825,-73.95785447731,POINT (-73.957854477308 40.643778378253),2026,4,2026.0,4.0
68616594,2026-04-09 10:24:56,2026-04-09 11:25:42,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10017,EAST 40 STREET,EAST 40 STREET,EAST 40 STREET,MADISON AVENUE,EAST 40 STREET,MADISON AVENUE,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:25:46 AM,05 MANHATTAN,4.0,Unspecified,,MANHATTAN,"989,730","213,077",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75152198743,-73.98022135747,POINT (-73.980221357473 40.751521987429),2026,4,2026.0,4.0
68612607,2026-04-09 10:20:14,2026-04-10 23:55:01,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.,04/10/2026 11:55:09 PM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,"982,076","197,981",ONLINE,Unspecified,MANHATTAN,,,,5,,,Other,40.71008859656,-74.00784161333,POINT (-74.007841613329 40.710088596564),2026,4,2026.0,4.0
68617937,2026-04-09 10:18:29,2026-04-09 17:09:23,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,10022,EAST 50 STREET,EAST 50 STREET,EAST 50 STREET,PARK AVENUE,EAST 50 STREET,PARK AVENUE,INTERSECTION,,,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 05:09:28 PM,05 MANHATTAN,4.0,Precinct 18,,MANHATTAN,"991,458","215,139",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75718041359,-73.97398237831,POINT (-73.97398237831 40.757180413592),2026,4,2026.0,4.0
68608679,2026-04-09 10:17:38,2026-04-09 11:46:46,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Other,10456,1260 WEBSTER AVENUE,WEBSTER AVENUE,EAST 168 STREET,EAST 169 STREET,EAST 168 STREET,EAST 169 STREET,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:46:49 AM,03 BRONX,16.0,Precinct 42,2023950001.0,BRONX,"1,009,396","242,823",PHONE,Unspecified,BRONX,,,,,,,,40.83313262646,-73.90913067753,POINT (-73.909130677533 40.833132626461),2026,4,2026.0,4.0
68616595,2026-04-09 10:08:33,2026-04-09 11:10:40,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10014,180 VARICK STREET,VARICK STREET,CHARLTON STREET,KING STREET,CHARLTON STREET,KING STREET,ADDRESS,NEW YORK,VARICK STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:10:42 AM,02 MANHATTAN,3.0,Precinct 1,1005190070.0,MANHATTAN,"982,731","204,317",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72747952977,-74.00548045958,POINT (-74.005480459584 40.727479529774),2026,4,2026.0,4.0
68608684,2026-04-09 09:56:44,2026-04-09 11:16:41,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Residential Building/House,10029,186 EAST 111 STREET,EAST 111 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST 111 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:16:45 AM,11 MANHATTAN,8.0,Precinct 23,1016380040.0,MANHATTAN,"1,000,067","228,911",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.79496971511,-73.94287536859,POINT (-73.942875368593 40.794969715111),2026,4,2026.0,4.0
68616567,2026-04-09 09:50:07,2026-04-09 16:27:15,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10018,521 8 AVENUE,8 AVENUE,WEST 36 STREET,WEST 37 STREET,WEST 36 STREET,WEST 37 STREET,ADDRESS,NEW YORK,8 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 04:27:17 PM,04 MANHATTAN,3.0,Precinct 14,1007600038.0,MANHATTAN,"986,336","213,823",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75357102047,-73.99247089104,POINT (-73.992470891038 40.753571020472),2026,4,2026.0,4.0
68611301,2026-04-09 09:44:20,2026-04-09 11:46:47,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,11208,3234 FULTON STREET,FULTON STREET,RICHMOND STREET,CHESTNUT STREET,RICHMOND STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 11:46:51 AM,05 BROOKLYN,37.0,Precinct 75,3041410122.0,BROOKLYN,"1,018,687","187,992",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68260439135,-73.87583696832,POINT (-73.87583696832 40.682604391353),2026,4,2026.0,4.0
68616596,2026-04-09 09:43:05,2026-04-09 16:14:33,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10001,777 6 AVENUE,6 AVENUE,WEST 26 STREET,WEST 27 STREET,WEST 26 STREET,WEST 27 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/09/2026 04:14:35 PM,05 MANHATTAN,3.0,Precinct 13,1008020036.0,MANHATTAN,"986,654","210,681",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74494694166,-73.99132424019,POINT (-73.991324240192 40.744946941657),2026,4,2026.0,4.0
68611298,2026-04-09 09:35:54,2026-04-09 11:28:43,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10128,1741 1 AVENUE,1 AVENUE,EAST 90 STREET,EAST 91 STREET,EAST 90 STREET,EAST 91 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:28:46 AM,08 MANHATTAN,5.0,Precinct 19,1015530023.0,MANHATTAN,"998,815","223,307",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77959038974,-73.94740923816,POINT (-73.947409238159 40.779590389741),2026,4,2026.0,4.0
68616571,2026-04-09 09:32:00,2026-04-09 10:40:33,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10457,4422 3 AVENUE,3 AVENUE,EAST 182 STREET,EAST 183 STREET,EAST 182 STREET,EAST 183 STREET,ADDRESS,BRONX,3 AVENUE,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/09/2026 10:40:36 AM,06 BRONX,15.0,Precinct 48,2030640001.0,BRONX,"1,014,235","250,193",PHONE,Unspecified,BRONX,,,,,,,,40.8533460005,-73.89161119518,POINT (-73.891611195181 40.853346000495),2026,4,2026.0,4.0
68616583,2026-04-09 09:23:35,2026-04-09 13:41:07,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Other,11435,107-20 WALTHAM STREET,WALTHAM STREET,107 AVENUE,SHORE AVENUE,107 AVENUE,SHORE AVENUE,ADDRESS,JAMAICA,WALTHAM STREET,,Closed,,The individual accepted assistance from the mobile outreach response team.,04/09/2026 01:41:10 PM,12 QUEENS,28.0,Precinct 103,4100860022.0,QUEENS,"1,039,218","191,818",PHONE,Unspecified,QUEENS,,,,,,,,40.69300216967,-73.80178118284,POINT (-73.801781182842 40.693002169674),2026,4,2026.0,4.0
68617926,2026-04-09 09:23:22,2026-04-09 10:25:30,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Park/Playground,10473,304 OLMSTEAD AVENUE,OLMSTEAD AVENUE,BARRETT AVENUE,NORTON AVENUE,BARRETT AVENUE,NORTON AVENUE,ADDRESS,BRONX,OLMSTEAD AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 10:25:34 AM,09 BRONX,18.0,Precinct 43,2034830083.0,BRONX,"1,025,769","235,918",MOBILE,,BRONX,,,,,,,,40.81411859272,-73.85000689273,POINT (-73.850006892734 40.814118592721),2026,4,2026.0,4.0
68613952,2026-04-09 09:14:52,2026-04-09 12:28:55,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10001,699 WEST 28 STREET,WEST 28 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST 28 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 12:28:58 PM,04 MANHATTAN,3.0,Precinct 10,,MANHATTAN,"982,339","213,595",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75294525785,-74.00689740751,POINT (-74.006897407509 40.75294525785),2026,4,2026.0,4.0
68617933,2026-04-09 09:12:37,2026-04-09 10:16:28,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Residential Building/House,11231,62 WEST 9 STREET,WEST 9 STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,WEST 9 STREET,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 10:16:31 AM,06 BROOKLYN,38.0,Precinct 76,3005390013.0,BROOKLYN,"983,130","185,743",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67649831428,-74.00403780285,POINT (-74.004037802851 40.676498314278),2026,4,2026.0,4.0
68613933,2026-04-09 09:04:56,2026-04-09 11:43:46,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10028,100 EAST 86 STREET,EAST 86 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST 86 STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:43:51 AM,08 MANHATTAN,4.0,Precinct 19,1015140069.0,MANHATTAN,"996,193","223,467",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78003347916,-73.95687637241,POINT (-73.956876372413 40.780033479155),2026,4,2026.0,4.0
68617939,2026-04-09 08:48:21,2026-04-09 11:10:39,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10014,180 VARICK STREET,VARICK STREET,CHARLTON STREET,KING STREET,CHARLTON STREET,KING STREET,ADDRESS,NEW YORK,VARICK STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:10:42 AM,02 MANHATTAN,3.0,Precinct 1,1005190070.0,MANHATTAN,"982,731","204,317",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72747952977,-74.00548045958,POINT (-74.005480459584 40.727479529774),2026,4,2026.0,4.0
68613953,2026-04-09 08:38:28,2026-04-09 10:34:32,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Street/Sidewalk,10025,2833 BROADWAY,BROADWAY,WEST 109 STREET,CATHEDRAL PARKWAY,WEST 109 STREET,CATHEDRAL PARKWAY,ADDRESS,NEW YORK,BROADWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 10:34:34 AM,07 MANHATTAN,7.0,Precinct 24,1018930050.0,MANHATTAN,"993,408","232,155",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80388301955,-73.96692056626,POINT (-73.966920566264 40.803883019555),2026,4,2026.0,4.0
68615246,2026-04-09 08:28:49,2026-04-09 08:37:09,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Subway,,,,,,,,,,,,Closed,,The Department of Homeless Services did not have enough information to act on your request.,04/09/2026 08:37:12 AM,Unspecified BRONX,,Unspecified,,BRONX,"1,016,146","259,815",MOBILE,Unspecified,BRONX,,,,4,,,Mezzanine,40.8797487465,-73.8846575844,POINT (-73.884657584396 40.879748746501),2026,4,2026.0,4.0
68615224,2026-04-09 08:19:33,2026-04-09 11:13:40,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Street/Sidewalk,10002,137 DELANCEY STREET,DELANCEY STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,DELANCEY STREET,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 11:13:42 AM,03 MANHATTAN,1.0,Precinct 7,1003467503.0,MANHATTAN,"987,799","200,944",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.7182208794,-73.98719720264,POINT (-73.987197202643 40.718220879397),2026,4,2026.0,4.0
68612578,2026-04-09 08:17:14,2026-04-09 14:41:20,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,,Store/Commercial,10017,EAST 47 STREET,EAST 47 STREET,EAST 47 STREET,MADISON AVENUE,EAST 47 STREET,MADISON AVENUE,INTERSECTION,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,04/09/2026 02:41:23 PM,05 MANHATTAN,4.0,Precinct 18,,MANHATTAN,"990,633","214,701",PHONE,Unspecified,MANHATTAN,,,,,,,,40.75597884937,-73.97696067105,POINT (-73.976960671051 40.755978849367),2026,4,2026.0,4.0
68608680,2026-04-09 08:12:07,2026-04-09 10:16:28,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,,Store/Commercial,10023,2151 BROADWAY,BROADWAY,WEST 75 STREET,WEST 76 STREET,WEST 75 STREET,WEST 76 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",04/09/2026 10:16:33 AM,07 MANHATTAN,6.0,Precinct 20,1011677503.0,MANHATTAN,"989,462","223,977",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78143982616,-73.98118018197,POINT (-73.981180181966 40.781439826156),2026,4,2026.0,4.0
